# 
# 
# 
Name RA dec g SNR sigma_LB lgM dchi2 lgtau z_ph z_ph_plus z_ph_minus z_sp "z_sp source" W1-W2 lgF Field z_simb r_z_simb z_ozdes z_desi z_best ID comment
J004129.32-433315.55 10.3722 -43.5543 23.3 9.4 9.4 "$9.2 \pm 0.5$" 0.1 "$3.2 \pm 0.5$" 1.0 0.10 0.10 nan None 17.5 nan SN-E2 -1.0 "" -1.0 -1.0 1.0 323 ""
J004110.41-435306.29 10.2934 -43.8851 22.9 9.4 9.2 "$6.8 \pm 0.6$" 0.1 "$2.7 \pm 0.9$" 0.16 0.03 0.02 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.16 324 ""
J004120.49-435349.88 10.3354 -43.8972 21.4 14.1 10.4 "$7.6 \pm 0.5$" 0.2 "$2.8 \pm 0.9$" 0.35 0.03 0.01 nan None 0.9 nan SN-E2 -1.0 "" 0.8019499778747559 -1.0 0.8019499778747559 325 ""
J003526.98-434359.82 8.8624 -43.7333 22.5 12.8 10.5 "$9.6 \pm 0.4$" 0.3 "$2.6 \pm 0.7$" 1.45 0.25 0.10 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 326 ""
J004054.19-435121.43 10.2258 -43.856 21.1 14.5 11.0 "$9.2 \pm 0.4$" 0.3 "$2.8 \pm 0.8$" 1.35 0.10 0.10 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.35 327 ""
J003452.23-434614.08 8.7176 -43.7706 20.7 13.9 10.5 "$10.3 \pm 0.1$" 8.9 "$2.1 \pm 0.6$" 1.3 0.10 0.55 nan None 0.9 nan SN-E2 1.144 2009ApJ...703.1778S 1.144950032234192 -1.0 1.144950032234192 328 ""
J003602.90-434532.45 9.0121 -43.759 22.4 10.9 9.4 "$7.9 \pm 0.4$" 0.1 "$2.2 \pm 0.6$" 1.3 0.35 0.10 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 1.3 329 ""
J003506.98-434613.39 8.7791 -43.7704 23.2 5.3 5.9 "$7.8 \pm 0.7$" 0.1 "$2.4 \pm 0.7$" 0.37 0.03 0.03 nan None 18.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.37 330 ""
J003454.82-434050.46 8.7284 -43.6807 20.3 13.9 10.2 "$9.0 \pm 0.4$" 0.2 "$2.4 \pm 0.8$" 0.95 0.15 0.30 nan None 0.7 -13.88 SN-E2 1.34 2009ApJ...703.1778S -1.0 -1.0 1.34 331 ""
J003503.97-434208.96 8.7665 -43.7025 22.6 11.5 8.7 "$8.2 \pm 0.5$" 0.1 "$1.8 \pm 0.4$" 1.35 0.10 0.10 nan None 0.8 -13.89 SN-E2 1.408 2009ApJ...703.1778S -1.0 -1.0 1.408 332 ""
J004135.74-433608.30 10.3989 -43.6023 23.5 7.0 5.1 "$10.3 \pm 0.4$" 0.4 "$2.2 \pm 0.8$" 1.08 0.01 0.03 nan None 17.6 nan SN-E2 -1.0 "" -1.0 -1.0 1.08 333 ""
J003542.09-441041.38 8.9254 -44.1782 21.9 13.9 10.7 "$8.2 \pm 0.7$" 0.3 "$2.8 \pm 0.8$" 0.42 0.01 0.04 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.42 334 ""
J003435.27-441128.00 8.6469 -44.1911 19.3 14.3 10.9 "$8.3 \pm 0.3$" 0.7 "$2.9 \pm 0.8$" 0.9 0.40 0.25 nan None 1.2 nan SN-E2 0.931 2017AJ....153..107T 0.9311699867248535 -1.0 0.9311699867248535 335 ""
J003809.50-435241.37 9.5396 -43.8782 19.3 14.8 11.4 "$7.8 \pm 0.4$" 0.2 "$2.6 \pm 0.7$" 0.95 0.25 0.35 nan None 1.0 nan SN-E2 -1.0 "" 0.9402999877929688 -1.0 0.9402999877929688 336 ""
J004112.07-435635.56 10.3003 -43.9432 21.9 11.3 9.8 "$6.7 \pm 0.7$" 0.1 "$3.3 \pm 0.7$" 0.26 0.01 0.03 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.26 337 ""
J003831.97-435534.47 9.6332 -43.9262 21.4 14.3 10.8 "$11.6 \pm 0.0$" 10.6 "$2.9 \pm 0.7$" 1.45 0.20 0.05 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 338 ""
J003923.20-440732.98 9.8467 -44.1258 22.1 13.0 10.2 "$7.4 \pm 0.1$" 2.0 "$2.1 \pm 0.5$" 0.85 0.10 0.20 nan None 0.2 nan SN-E2 -1.0 "" 0.8562099933624268 -1.0 0.8562099933624268 339 ""
J003940.39-440145.90 9.9183 -44.0294 20.3 14.2 10.5 "$8.6 \pm 0.2$" 1.0 "$1.9 \pm 0.3$" 1.25 0.10 0.30 nan None 1.4 nan SN-E2 1.218 2017AJ....153..107T 1.2176599502563477 -1.0 1.2176599502563477 340 ""
J003903.03-440701.57 9.7626 -44.1171 23.3 9.2 8.3 "$11.0 \pm 0.1$" 2.9 "$2.9 \pm 0.8$" 0.6 0.02 0.02 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.6 341 ""
J003924.61-440443.15 9.8525 -44.0787 23.3 8.1 7.7 "$8.6 \pm 0.3$" 0.5 "$2.3 \pm 0.9$" 1.45 0.20 0.05 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 342 ""
J003548.13-441706.16 8.9506 -44.285 20.9 14.4 11.0 "$7.6 \pm 0.4$" 0.2 "$2.7 \pm 0.7$" 1.0 0.10 0.40 nan None 0.8 nan SN-E2 -1.0 "" 0.9745299816131592 -1.0 0.9745299816131592 343 ""
J003456.51-441301.45 8.7355 -44.2171 23.2 6.3 5.0 "$7.4 \pm 0.8$" 0.3 "$2.4 \pm 0.8$" 0.43 0.02 0.02 nan None 17.5 nan SN-E2 -1.0 "" 0.8366199731826782 -1.0 0.8366199731826782 344 ""
J004041.32-433818.66 10.1722 -43.6385 20.0 14.3 10.8 "$8.3 \pm 0.5$" 0.2 "$2.7 \pm 0.8$" 0.85 0.40 0.25 nan None 1.0 nan SN-E2 0.763 2017AJ....153..107T 0.7630500197410583 -1.0 0.7630500197410583 345 ""
J003701.32-434318.23 9.2555 -43.7217 22.8 7.6 7.4 "$8.0 \pm 0.7$" 0.5 "$2.0 \pm 0.4$" 0.4 0.01 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.4 346 ""
J003639.15-434327.21 9.1631 -43.7242 22.7 12.8 10.1 "$9.0 \pm 0.6$" 0.1 "$2.5 \pm 0.9$" 1.25 0.10 0.25 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 1.25 347 ""
J004120.27-433514.81 10.3344 -43.5874 21.7 12.8 10.4 "$8.4 \pm 0.5$" 0.2 "$2.3 \pm 0.9$" 1.45 0.25 0.65 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 348 ""
J003631.66-435430.26 9.1319 -43.9084 23.4 8.0 6.8 "$8.1 \pm 0.7$" 0.1 "$2.4 \pm 0.7$" 0.74 0.02 0.03 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.74 349 ""
J003551.06-435313.01 8.9627 -43.8869 21.7 12.6 11.3 "$5.7 \pm 0.5$" 0.2 "$3.2 \pm 0.7$" 0.1 0.04 0.02 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.1 350 ""
J003540.04-435056.40 8.9168 -43.849 22.7 9.4 9.4 "$7.3 \pm 0.3$" 0.3 "$3.2 \pm 0.7$" 0.17 0.01 0.01 nan None 1.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.17 351 ""
J003422.29-440556.71 8.5929 -44.0991 21.2 14.0 10.3 "$8.6 \pm 0.4$" 0.4 "$2.4 \pm 0.7$" 1.0 0.10 0.35 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.0 352 ""
J003500.21-435215.13 8.7509 -43.8709 22.5 10.7 8.2 "$8.8 \pm 0.2$" 1.1 "$2.6 \pm 0.9$" 0.42 0.01 0.01 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.42 353 ""
J003438.81-440032.13 8.6617 -44.0089 22.4 13.4 9.9 "$8.1 \pm 0.6$" 0.1 "$2.5 \pm 0.6$" 0.29 0.02 0.01 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.29 354 ""
J003518.95-440616.05 8.829 -44.1045 23.3 5.8 5.2 "$7.9 \pm 0.6$" -0.0 "$2.1 \pm 0.7$" 1.21 0.01 0.01 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 1.21 355 ""
J003802.64-441321.98 9.511 -44.2228 22.9 9.1 5.4 "$8.7 \pm 0.6$" 0.0 "$1.8 \pm 0.4$" 1.21 0.01 0.02 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.21 356 ""
J003549.64-440327.00 8.9568 -44.0575 22.3 12.3 9.0 "$8.8 \pm 0.7$" 0.1 "$1.6 \pm 0.2$" 0.93 0.02 0.03 nan None 0.5 nan SN-E2 -1.0 "" 0.6783499717712402 -1.0 0.6783499717712402 357 ""
J003623.37-440745.09 9.0974 -44.1292 23.1 4.9 6.9 "$8.9 \pm 0.4$" 0.3 "$2.3 \pm 0.8$" 1.02 0.02 0.01 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 1.02 358 ""
J003703.24-440616.55 9.2635 -44.1046 22.8 12.8 10.3 "$8.8 \pm 0.4$" 0.3 "$3.0 \pm 0.7$" 0.42 0.01 0.02 nan None 18.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.42 359 ""
J003545.43-440031.78 8.9393 -44.0088 23.2 9.1 8.1 "$8.6 \pm 0.3$" 0.3 "$2.7 \pm 0.8$" 0.6 0.02 0.02 nan None 17.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.6 360 ""
J003350.96-435606.28 8.4623 -43.9351 19.4 14.7 11.4 "$9.9 \pm 0.2$" 2.5 "$2.9 \pm 0.7$" 0.85 0.30 0.25 nan None 1.1 nan SN-E2 0.806 2012MNRAS.426.3334M 0.8063200116157532 -1.0 0.8063200116157532 361 ""
J003521.92-435516.16 8.8413 -43.9212 22.7 11.2 9.3 "$7.8 \pm 0.6$" 0.2 "$2.6 \pm 0.8$" 0.37 0.01 0.02 nan None 1.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.37 362 ""
J003544.33-442124.75 8.9347 -44.3569 23.0 6.9 7.0 "$6.7 \pm 0.4$" 0.0 "$3.1 \pm 0.7$" 0.35 0.01 0.02 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.35 363 ""
J003831.94-441536.03 9.6331 -44.26 21.8 11.7 9.3 "$9.2 \pm 0.8$" 0.0 "$1.9 \pm 0.4$" 1.05 0.20 0.45 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 1.05 364 ""
J003547.89-442420.40 8.9495 -44.4057 22.8 10.6 8.6 "$9.0 \pm 0.5$" 0.5 "$2.1 \pm 0.5$" 0.41 0.02 0.02 nan None 17.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.41 365 ""
J003811.79-441341.77 9.5491 -44.2283 22.4 10.4 9.4 "$6.2 \pm 0.5$" 0.0 "$3.1 \pm 0.8$" 0.25 0.03 0.05 nan None 22.5 nan SN-E2 -1.0 "" 1.6112099885940552 -1.0 1.6112099885940552 366 ""
J004043.14-434442.35 10.1797 -43.7451 22.6 12.9 9.7 "$8.3 \pm 0.3$" 0.1 "$2.0 \pm 0.4$" 1.35 0.05 0.10 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 1.35 367 ""
J004003.31-442354.95 10.0138 -44.3986 22.7 8.6 6.3 "$9.4 \pm 0.1$" 3.0 "$2.3 \pm 0.5$" 0.24 0.02 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.24 368 ""
J004112.36-442208.66 10.3015 -44.3691 22.2 12.5 9.5 "$6.3 \pm 0.5$" 0.0 "$2.4 \pm 0.5$" 0.07 0.01 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.07 369 ""
J003825.46-434538.67 9.6061 -43.7607 23.4 6.4 6.3 "$8.0 \pm 0.4$" 0.1 "$1.9 \pm 0.5$" 1.37 0.01 0.03 nan None 18.5 nan SN-E2 -1.0 "" -1.0 -1.0 1.37 370 ""
J003716.94-433332.11 9.3206 -43.5589 21.8 13.7 10.6 "$8.6 \pm 0.7$" 0.1 "$2.2 \pm 0.5$" 1.15 0.10 0.45 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 1.15 371 ""
J003923.90-434158.07 9.8496 -43.6995 21.1 14.0 10.9 "$10.4 \pm 0.2$" 7.2 "$2.5 \pm 0.7$" 1.05 0.30 0.40 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.05 372 ""
J003806.84-434147.50 9.5285 -43.6965 23.0 11.4 9.2 "$7.4 \pm 0.7$" 0.1 "$2.9 \pm 0.8$" 0.37 0.01 0.02 nan None 18.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.37 373 ""
J003822.00-434437.71 9.5917 -43.7438 23.1 11.1 8.7 "$7.4 \pm 0.6$" 0.0 "$2.4 \pm 0.6$" 0.35 0.03 0.04 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 0.35 374 ""
J003848.78-434518.60 9.7033 -43.7552 21.1 14.1 11.1 "$8.6 \pm 0.5$" 0.2 "$2.8 \pm 0.8$" 1.15 0.15 0.20 nan None 0.9 nan SN-E2 1.199 2017AJ....153..107T 1.1996500492095947 -1.0 1.1996500492095947 375 ""
J004057.60-434846.11 10.24 -43.8128 22.5 11.0 8.1 "$11.8 \pm 0.1$" 7.4 "$1.9 \pm 0.5$" 1.15 0.10 0.35 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.15 376 ""
J003838.92-434051.44 9.6622 -43.681 23.2 10.6 7.7 "$10.8 \pm 0.2$" 2.2 "$2.3 \pm 0.7$" 0.86 0.02 0.04 nan None -0.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.86 377 ""
J003938.08-442257.84 9.9087 -44.3827 21.2 14.0 11.1 "$5.7 \pm 0.7$" 0.0 "$3.1 \pm 0.7$" 0.06 0.02 0.03 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.06 378 ""
J003620.08-433926.47 9.0836 -43.6574 22.3 8.6 6.8 "$8.2 \pm 0.3$" 0.3 "$2.0 \pm 0.5$" 0.9 0.01 0.03 nan None 22.5 -14.86 SN-E2 -1.0 "" -1.0 -1.0 0.9 379 ""
J003636.44-433858.50 9.1518 -43.6496 22.4 12.6 9.4 "$6.8 \pm 0.8$" 0.2 "$2.6 \pm 0.8$" 0.35 0.01 0.02 nan None 18.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.35 380 ""
J003427.36-434717.13 8.614 -43.7881 22.3 11.4 8.4 "$6.6 \pm 0.5$" 0.3 "$2.4 \pm 0.5$" 0.04 0.02 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.04 381 ""
J003405.32-434603.51 8.5222 -43.7676 22.4 11.9 9.7 "$7.2 \pm 0.4$" 0.1 "$3.0 \pm 0.8$" 0.55 0.20 0.15 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.55 382 ""
J003630.38-433710.39 9.1266 -43.6196 20.9 14.5 11.0 "$8.2 \pm 0.5$" 0.2 "$3.3 \pm 0.5$" 1.05 0.20 0.40 nan None 1.1 -14.23 SN-E2 2.205 2009ApJ...703.1778S -1.0 -1.0 2.205 383 ""
J003926.65-442527.72 9.8611 -44.4244 23.0 6.7 7.5 "$8.0 \pm 0.3$" 0.8 "$2.4 \pm 0.6$" 0.26 0.02 0.04 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.26 384 ""
J003834.04-442742.04 9.6418 -44.4617 22.9 12.2 9.9 "$7.5 \pm 0.4$" 0.2 "$2.6 \pm 0.7$" 0.25 0.10 0.10 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.25 385 ""
J003825.83-442823.90 9.6076 -44.4733 22.9 11.8 9.6 "$8.2 \pm 0.9$" 0.1 "$3.1 \pm 0.7$" 0.87 0.02 0.03 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.87 386 ""
J003746.98-441824.26 9.4457 -44.3067 22.3 11.6 9.4 "$7.6 \pm 0.3$" 0.4 "$2.7 \pm 0.8$" 0.35 0.04 0.02 nan None 18.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.35 387 ""
J003700.70-441852.00 9.2529 -44.3144 22.8 6.2 4.9 "$9.1 \pm 0.1$" 1.5 "$2.2 \pm 0.6$" 0.55 0.05 0.15 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.55 388 ""
J003629.99-441104.91 9.1249 -44.1847 22.5 13.7 10.4 "$6.8 \pm 0.4$" 0.2 "$2.3 \pm 0.4$" 0.15 0.02 0.02 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.15 389 ""
J003700.23-441033.18 9.251 -44.1759 20.2 11.5 8.9 "$7.8 \pm 0.6$" 0.1 "$2.7 \pm 0.9$" 1.15 0.10 0.05 nan None 1.2 nan SN-E2 1.183 2013ApJS..208...24L -1.0 -1.0 1.183 390 ""
J003618.97-441252.63 9.0791 -44.2146 23.3 8.2 6.5 "$8.9 \pm 0.1$" 7.4 "$2.3 \pm 0.6$" 0.25 0.02 0.01 nan None 1.3 nan SN-E2 -1.0 "" -1.0 -1.0 0.25 391 ""
J003440.16-443612.71 8.6673 -44.6035 23.0 8.1 7.7 "$7.1 \pm 0.4$" 0.2 "$1.9 \pm 0.3$" 0.32 0.03 0.02 nan None 17.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.32 392 ""
J003509.30-443221.91 8.7887 -44.5394 22.3 10.4 7.0 "$9.3 \pm 0.1$" 5.3 "$2.2 \pm 0.4$" 0.16 0.01 0.01 nan None 0.8 nan SN-E2 -1.0 "" 1.1492400169372559 -1.0 1.1492400169372559 393 ""
J004008.88-441550.27 10.037 -44.264 20.8 13.6 9.8 "$7.9 \pm 0.4$" 0.2 "$2.0 \pm 0.5$" 1.3 0.50 0.35 nan None 1.2 nan SN-E2 -1.0 "" -1.0 -1.0 1.3 394 ""
J004049.45-441515.31 10.206 -44.2543 22.4 11.4 9.8 "$7.1 \pm 0.6$" 0.0 "$3.0 \pm 0.7$" 0.33 0.01 0.03 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 0.33 395 ""
J004042.72-440341.17 10.178 -44.0614 19.4 14.6 11.2 "$8.9 \pm 0.4$" 1.0 "$2.8 \pm 0.8$" 0.85 0.40 0.25 nan None 17.2 -12.9 SN-E2 0.853 2017AJ....153..107T 0.8536900281906128 -1.0 0.8536900281906128 396 ""
J004051.55-440403.50 10.2148 -44.0676 21.1 14.3 10.7 "$9.1 \pm 0.2$" 1.5 "$2.4 \pm 0.7$" 0.9 0.25 0.30 nan None 1.0 -13.84 SN-E2 -1.0 "" 0.7510700225830078 -1.0 0.7510700225830078 397 ""
J003954.91-441233.91 9.9788 -44.2094 22.7 10.8 8.6 "$8.2 \pm 0.5$" 0.4 "$2.2 \pm 0.5$" 0.38 0.02 0.03 nan None 17.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.38 398 ""
J004055.65-441249.49 10.2319 -44.2137 20.9 11.1 9.6 "$8.3 \pm 0.6$" 0.3 "$2.8 \pm 0.8$" 1.25 0.10 0.20 nan None 1.5 nan SN-E2 1.38 2011MNRAS.414..500H 1.3827600479125977 -1.0 1.3827600479125977 399 ""
J004003.58-441318.93 10.0149 -44.2219 22.7 11.4 7.5 "$6.8 \pm 0.2$" 1.2 "$1.9 \pm 0.3$" 0.2 0.02 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.2 400 ""
J004038.36-441327.25 10.1598 -44.2242 22.0 13.9 10.9 "$5.8 \pm 0.6$" 0.0 "$3.0 \pm 0.7$" 0.1 0.03 0.05 nan None 17.7 nan SN-E2 -1.0 "" -1.0 -1.0 0.1 401 ""
J004146.24-440509.39 10.4427 -44.0859 20.4 14.4 11.1 "$8.4 \pm 0.5$" 0.1 "$2.8 \pm 0.8$" 0.6 0.05 0.25 nan None 16.6 -13.27 SN-E2 -1.0 "" -1.0 -1.0 0.6 402 ""
J003942.63-435512.99 9.9276 -43.9203 22.0 13.0 9.8 "$7.7 \pm 0.1$" 1.5 "$3.0 \pm 0.8$" 0.26 0.01 0.05 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.26 403 ""
J003412.25-442250.31 8.5511 -44.3806 22.5 11.4 10.2 "$9.5 \pm 0.5$" 0.0 "$2.6 \pm 0.8$" 1.21 0.01 0.03 nan None 1.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.21 404 ""
J003941.25-435110.94 9.9219 -43.853 22.7 9.0 9.2 "$6.5 \pm 0.5$" 0.0 "$2.6 \pm 0.8$" 0.36 0.03 0.01 nan None 18.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.36 405 ""
J004016.54-435411.81 10.0689 -43.9033 22.0 13.3 10.2 "$8.3 \pm 0.5$" 0.3 "$2.6 \pm 0.8$" 1.05 0.10 0.40 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.05 406 ""
J004012.05-442714.54 10.0502 -44.454 21.3 14.4 10.9 "$8.4 \pm 0.2$" 0.7 "$2.7 \pm 0.8$" 1.25 0.05 0.60 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 1.25 407 ""
J004017.01-442753.99 10.0709 -44.465 22.8 9.3 9.0 "$7.0 \pm 0.2$" 1.2 "$3.1 \pm 0.8$" 0.27 0.01 0.04 nan None 1.4 nan SN-E2 -1.0 "" -1.0 -1.0 0.27 408 ""
J004011.99-442827.87 10.05 -44.4744 21.3 13.0 9.3 "$9.6 \pm 0.2$" 1.0 "$2.2 \pm 0.5$" 1.05 0.60 0.40 nan None 0.7 nan SN-E2 -1.0 "" -1.0 -1.0 1.05 409 ""
J004046.10-442814.38 10.1921 -44.4707 22.5 13.7 10.6 "$7.8 \pm 0.3$" 0.2 "$2.4 \pm 0.8$" 1.3 0.15 0.45 nan None 18.0 nan SN-E2 -1.0 "" -1.0 -1.0 1.3 410 ""
J003619.63-443335.63 9.0818 -44.5599 21.1 13.9 10.3 "$9.1 \pm 0.4$" 0.3 "$2.3 \pm 0.6$" 1.15 0.55 0.55 nan None 0.9 nan SN-E2 -1.0 "" -1.0 -1.0 1.15 411 ""
J003611.95-443458.55 9.0498 -44.5829 21.4 13.1 10.3 "$8.9 \pm 0.4$" 0.1 "$1.8 \pm 0.3$" 0.9 0.10 0.30 nan None 22.5 nan SN-E2 -1.0 "" 0.9279999732971191 -1.0 0.9279999732971191 412 ""
J003527.81-443411.46 8.8659 -44.5698 19.8 14.4 10.7 "$10.0 \pm 0.2$" 0.3 "$1.9 \pm 0.3$" 0.85 0.45 0.25 nan None 0.9 nan SN-E2 0.869 2017AJ....153..107T 0.8693100214004517 -1.0 0.8693100214004517 413 ""
J004019.89-442537.37 10.0829 -44.427 23.1 4.7 5.8 "$6.9 \pm 0.9$" 0.2 "$2.2 \pm 0.7$" 0.33 0.02 0.01 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.33 414 ""
J003659.84-443037.66 9.2493 -44.5105 20.9 14.1 10.7 "$7.6 \pm 0.6$" 0.0 "$2.5 \pm 0.7$" 0.95 0.15 0.35 nan None 17.0 nan SN-E2 0.932 2017AJ....153..107T 0.932420015335083 -1.0 0.932420015335083 415 ""
J003526.35-443806.37 8.8598 -44.6351 22.4 10.2 7.4 "$9.4 \pm 0.3$" 0.7 "$1.4 \pm 0.2$" 1.15 0.15 0.50 nan None 17.3 nan SN-E2 -1.0 "" -1.0 -1.0 1.15 416 ""
J003630.83-443453.28 9.1285 -44.5815 22.9 9.5 7.8 "$6.9 \pm 0.4$" 0.2 "$2.3 \pm 0.7$" 0.23 0.01 0.01 nan None 22.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.23 417 ""
J003703.36-443636.32 9.264 -44.6101 22.2 11.2 10.0 "$8.9 \pm 0.1$" 10.2 "$2.8 \pm 0.7$" 0.25 0.04 0.03 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.25 418 ""
J003557.20-443654.95 8.9883 -44.6153 21.3 13.1 10.7 "$7.3 \pm 0.6$" 0.1 "$3.0 \pm 0.7$" 0.39 0.03 0.01 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.39 419 ""
J003603.38-443204.64 9.0141 -44.5346 23.1 9.8 8.5 "$6.6 \pm 0.5$" 0.1 "$2.5 \pm 0.8$" 0.37 0.01 0.01 nan None 0.6 nan SN-E2 -1.0 "" -1.0 -1.0 0.37 420 ""
J003557.91-443032.90 8.9913 -44.5091 21.4 13.6 10.8 "$10.8 \pm 0.2$" 0.8 "$2.3 \pm 0.6$" 1.1 0.55 0.45 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 1.1 421 ""
J003536.97-443104.48 8.904 -44.5179 19.9 14.9 11.4 "$9.4 \pm 0.3$" 0.5 "$2.9 \pm 0.7$" 1.05 0.20 0.10 nan None 0.9 nan SN-E2 1.131 2017AJ....153..107T 1.1364400386810303 -1.0 1.1364400386810303 422 ""
J003613.62-443102.73 9.0568 -44.5174 21.8 12.8 10.3 "$6.7 \pm 0.3$" 0.6 "$2.9 \pm 0.7$" 0.07 0.01 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 0.07 423 ""
J003544.05-443244.19 8.9335 -44.5456 22.0 7.1 7.8 "$9.5 \pm 0.4$" 0.1 "$2.1 \pm 0.6$" 0.75 0.45 0.50 nan None 1.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.75 424 ""
J003351.52-442559.41 8.4647 -44.4332 22.1 11.9 10.1 "$8.7 \pm 0.1$" 8.3 "$3.0 \pm 0.9$" 0.16 0.01 0.02 nan None 18.1 nan SN-E2 -1.0 "" -1.0 -1.0 0.16 425 ""
J003417.41-442517.72 8.5725 -44.4216 21.8 12.1 10.0 "$5.8 \pm 0.3$" 0.7 "$2.3 \pm 0.4$" 0.07 0.01 0.02 nan None 18.2 nan SN-E2 -1.0 "" -1.0 -1.0 0.07 426 ""
J003436.67-444538.79 8.6528 -44.7608 21.7 12.4 9.6 "$8.6 \pm 0.5$" 0.8 "$2.2 \pm 0.5$" 0.95 0.50 0.35 nan None 0.8 nan SN-E2 -1.0 "" -1.0 -1.0 0.95 427 ""
J003501.36-444655.84 8.7557 -44.7822 21.0 13.9 10.8 "$10.5 \pm 0.2$" 1.7 "$2.6 \pm 0.7$" 1.45 0.25 0.85 nan None 1.3 nan SN-E2 -1.0 "" -1.0 -1.0 1.45 428 ""
J003509.96-444427.33 8.7915 -44.7409 22.9 12.1 9.0 "$9.4 \pm 0.5$" 0.1 "$2.4 \pm 0.6$" 1.26 0.03 0.02 nan None nan nan SN-E2 -1.0 "" -1.0 -1.0 1.26 429 ""
J004103.92-443219.36 10.2663 -44.5387 23.2 10.7 8.5 "$7.6 \pm 0.5$" 0.1 "$2.5 \pm 0.9$" 1.25 0.01 0.02 nan None 22.5 nan SN-E2 -1.0 "" 1.0805000066757202 -1.0 1.0805000066757202 430 ""
J004057.17-443117.80 10.2382 -44.5216 22.4 13.3 9.7 "$8.9 \pm 0.1$" 2.6 "$2.0 \pm 0.3$" 0.32 0.01 0.02 nan None 0.5 nan SN-E2 -1.0 "" -1.0 -1.0 0.32 431 ""
